id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
47740144,Charming private coach house,9795215,Christina,,West Town,41.89681,-87.67606,Entire home/apt,202,1,39,2024-08-25,0.90,1,145,13,R21000061414
47741881,"Full 2-Floor Apt in Chicago, 9 Beds + Free Parking",379827790,Magdalena,,South Lawndale,41.84408,-87.72292,Entire home/apt,207,3,72,2024-08-25,2.25,1,244,18,R21000071561
47758658,*W RmE: MULT LOCATlONS•Monthly•Student•PRIV BATH,377884322,Kathryn,,Near West Side,41.88257,-87.6837,Private room,,32,1,2021-11-13,0.03,27,365,0,City registration pending
47758779,*W RmH: MULT LOCATlONS•Monthly•Student•Priv•LUX,377884322,Kathryn,,Near West Side,41.88303,-87.68238,Private room,,32,0,,,27,365,0,City registration pending
47758860,*W RmC: MULT LOCATlONS•Monthly•Student•Priv•LUX,377884322,Kathryn,,Near West Side,41.88082,-87.68322,Private room,,32,1,2021-08-07,0.03,27,330,0,City registration pending
47758922,*W RmD: MULT LOCATlONS•Monthly•Student•Priv•LUX,377884322,Kathryn,,Near West Side,41.88297,-87.6826,Private room,,32,0,,,27,365,0,City registration pending
47759100,*W RmG: MULT LOCATlONS•Monthly•Student•Priv•LUX,377884322,Kathryn,,Near West Side,41.88118,-87.6836,Private room,,32,1,2021-12-05,0.03,27,365,0,City registration pending
47759199,*W RmF: MULT LOCATlONS•Monthly•Student•Priv•LUX,377884322,Kathryn,,Near West Side,41.88166,-87.68178,Private room,,32,0,,,27,365,0,City registration pending
47759251,*W RmA: MULT LOCATlONS•Monthly•Student•Priv•LUX,377884322,Kathryn,,Near West Side,41.88124,-87.68191,Private room,,32,1,2021-06-22,0.03,27,365,0,City registration pending
47785775,LUXURY CONDO IN HYDE PARK,77414650,Red Door,,Kenwood,41.80427,-87.58428,Entire home/apt,218,32,1,2021-01-24,0.02,19,365,0,R19000046222
47821726,Ideal 1BR Apt in Popular Spot with Full Kitchen,259688317,Vincent & Sofia,,Lake View,41.94486,-87.67059,Entire home/apt,111,1,101,2024-08-26,2.43,9,172,26,R24000120828
47838496,Convenient & Newly Decorated 1BR Apartment,259688317,Vincent & Sofia,,Lake View,41.94424,-87.64674,Entire home/apt,135,1,119,2024-08-21,2.92,9,144,40,R24000120829
47839988,1BR Lively & Rejuvenating Apt in Prime Location,259688317,Vincent & Sofia,,Lake View,41.9444,-87.6453,Entire home/apt,135,1,99,2024-08-27,2.37,9,161,31,R22000092445
47856271,Comfy 2BR Apartment near Wrigley Field,148973907,Mia & Noah,,Lake View,41.94996,-87.65753,Entire home/apt,179,1,137,2024-08-31,3.34,9,158,45,R23000104552
47856464,Relaxing in the City,158998071,Lynn,,Lincoln Park,41.93023,-87.66241,Entire home/apt,360,32,68,2024-05-25,1.67,2,179,2,City registration pending
47862092,Private Room D / Self Check In,338076137,Tetyana,,East Garfield Park,41.87737,-87.71382,Private room,,32,70,2024-08-24,1.63,6,103,6,R20000055778
47875647,Furnished 1BR Apt w/ Natural Light & King Beds,148973907,Mia & Noah,,North Center,41.95257,-87.67756,Entire home/apt,100,1,282,2024-09-01,6.80,9,361,106,R22000091226
47880622,"Blueground | S. Loop, pool & gym, nr train",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,166,32,0,,,516,222,0,32+days Listing
47904340,"Downtn mansion, host weddings, events, reunions 🎈🎈",51277433,Kanan,,Near North Side,41.89987,-87.63282,Entire home/apt,1600,2,8,2022-11-27,0.21,4,225,0,R22000091522
47915321,"Blueground | S. Loop, pool, gym, nr Grant Park",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,150,32,2,2024-02-10,0.06,516,135,1,32+days Listing
47924389,Wrigleyville Inn. Historic Greystone. Parking pass,6789528,Peter,,Lake View,41.944618,-87.652596,Entire home/apt,199,1,131,2024-08-13,3.30,5,304,25,2840957
47956909,Inspiring Stone Grotto Sleeps 10-20 & Free Parking,5911294,Will,,Lake View,41.93825,-87.64123,Entire home/apt,360,2,175,2024-09-14,4.04,5,327,42,R22000081868
48000856,THE LAKESHORE TREASURE GEM BY BEACH,77414650,Red Door,,South Shore,41.76009,-87.5544,Entire home/apt,199,32,2,2021-03-24,0.05,19,365,0,R19000046222
48013791,Cozy apartment for four (2 bed). No cleaning fees.,43303710,Marco,,Lincoln Park,41.92562,-87.65223,Entire home/apt,250,4,82,2024-09-08,1.88,2,51,33,R23000099901
48024458,"Blueground | S. Loop, pool, nr Soldier Field",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,167,32,1,2024-08-03,0.65,516,304,1,32+days Listing
48024552,"Blueground | S. Loop, pool, workspace, nr park",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,,32,0,,,516,0,0,32+days Listing
48026061,Private bedroom in a duplex-down apartment.,46429099,Sezgin,,Albany Park,41.97071,-87.71236,Private room,53,30,39,2024-09-09,1.06,3,96,15,R21000070481
48045782,"Sunny, modern 1 bdrm apartment with lofted ceiling",224672467,Jessica,,Logan Square,41.91888,-87.70954,Entire home/apt,130,2,106,2024-09-08,2.52,1,244,24,R21000061419
48087457,Wicker Park : Stylish Comfort Meets Urban Ease,30108978,Sachin,,West Town,41.90164,-87.67239,Entire home/apt,348,3,72,2024-08-25,1.74,1,312,16,R22000080427
48103490,GLORIOUS GOLD COAST GETAWAY,212313279,Nicole And Matt,,Near North Side,41.90106,-87.61987,Entire home/apt,428,2,58,2024-09-07,1.66,18,48,42,R24000114901
48116168,Modern Edgewater Comfort Near the Lake,34237673,Sade,,Uptown,41.9755222797301,-87.65830818649621,Private room,79,1,0,,,1,125,0,
48117413,"Blueground | S. Loop, pool, gym, nr museums",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,164,32,0,,,516,295,0,32+days Listing
48117497,"Blueground | S. Loop, pool, lounge, nr trains",107434423,Blueground,,Near South Side,41.8670646,-87.6231114,Entire home/apt,163,32,1,2021-09-27,0.03,516,320,0,32+days Listing
48123048,"City Life, Neighborhood Comfort - Studio",309563699,Jerry,,Lake View,41.94341,-87.64636,Entire home/apt,,1,30,2024-05-27,0.70,3,0,11,2204368
48135056,1BR South Loop Loft I SuperHost + Top Rated!,375644856,Tony,,Loop,41.8685,-87.62746,Entire home/apt,268,3,212,2024-09-09,4.93,6,129,59,R21000061426
48135942,Versatile Visions23- Private Room (Master Bedroom),388198836,Esmeralda,,Hermosa,41.91884,-87.73608,Private room,130,32,2,2021-03-14,0.05,2,179,0,R21000061425
48137449,"Lifestyle change
parking included",388220115,Melissa,,Loop,41.87047,-87.62798,Entire home/apt,210,32,34,2022-01-23,0.78,1,364,0,City registration pending
48138364,Cozy Lincoln Park Condo near the lake.,37092152,Pratik,,Lincoln Park,41.93038,-87.64263,Entire home/apt,210,4,83,2024-09-10,2.13,1,153,20,R24000113882
48146215,Charming village within the city,216779734,Rakhi,,North Center,41.93781304915991,-87.67783021520268,Entire home/apt,165,2,95,2024-09-01,2.23,1,342,17,R21000061410
48158156,Great Location. 5min to McCormick Place. Downtown,46338435,Kingston,,Bridgeport,41.84616,-87.64165,Entire home/apt,204,2,58,2024-09-02,2.09,2,124,34,R22000082227
48180138,JUST LIKE HONEY coated PINEAPPLES Hip and Spacious,5228189,Matthew,,Logan Square,41.91468,-87.70439,Entire home/apt,281,2,1,2022-12-27,0.05,21,346,0,R20000056925
48180549,JUST LIKE HONEY - Hip 70s Vibe - No Cleaning Fee!,5228189,Matthew,,Logan Square,41.91404,-87.70622,Entire home/apt,132,2,126,2024-08-31,2.93,21,346,35,R20000056925
48196821,Bright Penthouse 52nd floor Condo!,387275497,Mary Jo,,Near North Side,41.89525,-87.62664,Entire home/apt,110,32,6,2024-09-01,0.14,4,226,2,City registration pending
48198799,30 E. Huron #3201 Private Residence,257464365,Kevin,,Near North Side,41.89525,-87.62664,Entire home/apt,,32,1,2021-05-17,0.02,14,19,0,City registration pending
48213677,Home in heart of Lincoln Park & Lake Sea and beach,48120910,David,,Lincoln Park,41.92826,-87.64384,Entire home/apt,244,2,110,2024-09-08,2.57,1,35,23,R23000104275
48228569,Clifton Garden Oasis 1 Min Walk to Wrigley,62111851,Amy,,Lake View,41.94977,-87.65721,Entire home/apt,466,2,123,2024-09-08,2.89,3,135,21,R21000072230
48229808,LUX 1br Apt + Private Terrace!,63313003,K,,Near North Side,41.89769,-87.63165,Entire home/apt,174,32,2,2022-02-10,0.05,15,267,0,City registration pending
48230225,High Floor Balcony 2Br Sailboat Views!,63313003,K,,Loop,41.88748,-87.61921,Entire home/apt,239,32,0,,,15,365,0,
48230359,North-Exp King Bed + Private Balcony + Views,63313003,K,,Loop,41.88628,-87.61911,Entire home/apt,176,32,1,2022-10-01,0.04,15,365,0,
48239081,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,173,32,2,2024-04-30,0.13,516,306,1,32+days Listing
48239116,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,173,32,0,,,516,307,0,32+days Listing
48242050,"Lg 3BR/1BA apt on historic blvd,  garage pkg, pets",389237690,William,,Logan Square,41.918316,-87.702812,Entire home/apt,326,3,80,2024-09-02,2.05,1,35,17,R23000104489
48242497,Modern SW Facing Two Bed In The  Heart Of Downtown,387275497,Mary Jo,,Near North Side,41.89525,-87.62664,Entire home/apt,193,32,8,2023-04-30,0.21,4,256,0,City registration pending
48244390,House 5863 Bed & Breakfast 2 Bedroom Suite,3730806,Erickson,,Edgewater,41.98809,-87.66368,Entire home/apt,893,1,0,,,6,274,0,2207267
48244925,House 5863 Bed and Breakfast Room 1,3730806,Erickson,,Edgewater,41.98789,-87.66369,Private room,156,1,28,2024-06-26,0.70,6,296,1,2207267
48247709,House 5863 Bed and Breakfast Room 2,3730806,Erickson,,Edgewater,41.98763,-87.66532,Private room,147,1,28,2023-01-15,0.70,6,302,0,2207267
48247856,House 5863 Bed and Breakfast Room 3,3730806,Erickson,,Edgewater,41.98781,-87.66588,Private room,171,1,15,2022-09-18,0.39,6,310,0,2207267
48247873,House 5863 Bed and Breakfast Room 5,3730806,Erickson,,Edgewater,41.98902,-87.66584,Private room,156,1,19,2022-11-20,0.50,6,302,0,2207267
48247889,House 5863 Bed and Breakfast Room 4,3730806,Erickson,,Edgewater,41.98906,-87.66399,Private room,199,1,8,2022-09-13,0.20,6,305,0,2207267
48271850,Versatile Visions23- Private Room,388198836,Esmeralda,,Hermosa,41.91975,-87.73593,Private room,100,32,4,2021-09-08,0.10,2,179,0,R21000061425
48279927,Exemplary Wicker Park Manor Two Bed Guest Suite,41151770,Conor,,West Town,41.90848,-87.67934,Entire home/apt,549,3,15,2024-06-24,0.36,3,45,4,R19000044390
48286887,West Loop 2 bedroom with outdoor space,1412967,Becky,,Near West Side,41.88366,-87.66862,Entire home/apt,187,2,155,2024-09-09,3.59,3,15,30,R21000061649
48292161,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,182,32,1,2022-07-25,0.04,516,18,0,32+days Listing
48292183,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,173,32,0,,,516,229,0,32+days Listing
48307895,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,173,32,0,,,516,319,0,32+days Listing
48307916,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,130,32,3,2022-05-15,0.08,516,277,0,32+days Listing
48321139,Capacious Lakefront Location w/2BR 1BA +Easy Train,339971460,John,,Rogers Park,42.01891,-87.66585,Entire home/apt,57,32,79,2023-12-25,1.84,2,365,1,City registration pending
48325815,3BR Spacious Home Away From Home!,152860134,Mirela,,Irving Park,41.94428,-87.72801,Entire home/apt,171,3,83,2024-09-08,1.99,1,331,16,R22000080656
48326302,Boho Chic 3BR Apt. with Private Rooftop!,388950401,Felicia,,West Town,41.89362,-87.660095,Entire home/apt,226,3,125,2024-08-27,3.01,1,163,31,R23000101963
48334110,Modern artistic Confortable quaite space .,45070609,Gaetano,,Greater Grand Crossing,41.76019,-87.60024,Entire home/apt,150,32,1,2021-09-21,0.03,3,363,0,R21000061629
48349199,Stunning 3BR Penthouse in the Loop | Roof Deck,126179580,Staywell,,Loop,41.88442,-87.62465,Entire home/apt,394,2,223,2024-09-05,5.29,24,257,55,R22000078441
48349354,Spectacular Corner 2BR Penthouse in the Loop | Roo,126179580,Staywell,,Loop,41.8852,-87.62673,Entire home/apt,276,2,210,2024-09-11,4.98,24,279,47,R22000078440
48349511,Modern 3BR Penthouse in the Loop | Roof Deck,126179580,Staywell,,Loop,41.88666,-87.6263,Entire home/apt,267,2,197,2024-09-09,4.67,24,297,45,R22000078439
48381059,Modern Wrigley Oasis with Parking!,169297663,William,,Lake View,41.94492,-87.65675,Entire home/apt,150,3,156,2024-08-11,3.71,21,309,22,R21000073039
48398831,Standard Lakeview Suite,271325401,Congress Plaza Hotel,,Loop,41.87599,-87.62539,Private room,362,1,9,2024-09-11,0.25,4,320,2,2205305
48399453,King Lakeview Room,271325401,Congress Plaza Hotel,,Loop,41.87596,-87.6251,Private room,253,1,325,2024-09-08,7.60,4,349,61,2205305
48402630,🌟🦋THE BEAUTIFUL CONDO OASIS IN BRONZEVILLE,77414650,Red Door,,Kenwood,41.80734,-87.60564,Entire home/apt,193,32,9,2023-01-10,0.22,19,365,0,R19000046222
48436315,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,179,32,0,,,516,139,0,32+days Listing
48436693,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,173,32,1,2022-05-03,0.03,516,271,0,32+days Listing
48449444,Cute City Hide Away!!!,314235837,Ginneh,,Douglas,41.82725,-87.61862,Entire home/apt,84,32,41,2024-06-01,1.24,2,85,8,R21000075880
48466374,3 bedroom Entire Apt Disinfected,51946578,Roberto,,Hermosa,41.91823,-87.73634,Entire home/apt,100,32,66,2024-06-26,1.55,4,321,1,R19000051550
48467224,Brickhouse on Belden,124074784,Amber,,Logan Square,41.922035731040296,-87.70200012797423,Entire home/apt,245,1,31,2024-09-15,3.01,1,342,31,R23000110666
48472291,Bright Vintage University Center Condo,148153190,Jim,,Woodlawn,41.78335,-87.59815,Entire home/apt,140,3,43,2024-08-12,1.05,1,268,14,R23000100561
48475754,City Chic: Chicago Getaway,263568102,Bilel,,Rogers Park,42.017338228789406,-87.66402118066037,Private room,50,2,10,2024-09-09,2.63,1,224,10,R24000116446
48484534,Large open space in the heart of the Northside,46939427,Anthony,,Irving Park,41.95486,-87.70524,Entire home/apt,258,32,0,,,9,363,0,R17000015121
48507591,Urban Chic Oasis - Less than 10mi from Downtown,18447295,Molayo Co.,,Woodlawn,41.78445,-87.6095,Entire home/apt,249,3,20,2023-10-16,0.78,1,82,1,R22000083830
48525041,Cozy Condo steps from Wrigley Field!,40319547,Josh,,Lake View,41.94994144087489,-87.65973787141304,Entire home/apt,129,32,12,2022-10-09,0.33,8,117,0,City registration pending
48526470,Private Coach house near Lincoln Square!,111186744,Mike,,Lincoln Square,41.97798,-87.68467,Entire home/apt,149,2,257,2024-09-14,6.90,1,66,85,R21000069953
48537824,4 Bedroom duplex down w/ 2 family rooms,1412967,Becky,,Near West Side,41.8835,-87.66919,Entire home/apt,797,33,32,2022-06-23,0.80,3,82,0,City registration pending
48563558,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,173,32,1,2021-10-16,0.03,516,315,0,32+days Listing
48563590,"Blueground | River N, gym, pool, nr L stop & beach",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,141,32,6,2024-07-28,0.14,516,196,2,32+days Listing
48563615,"Blueground | River N, gym, pool, nr L stop",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,140,32,1,2022-10-19,0.04,516,165,0,32+days Listing
48590846,Access to the city or burbs,133180178,Nicholas,,Austin,41.87618612098401,-87.76468517317684,Entire home/apt,131,2,48,2024-09-09,6.15,1,145,48,R23000112572
48601663,Modern One Bedroom with view of the Lake!,391945218,Matt,,Loop,41.88585,-87.63054,Entire home/apt,242,32,0,,,58,66,0,
48602335,Stunning Views in Luxury Building in Streeterville,391945218,Matt,,Near North Side,41.8931,-87.61807,Entire home/apt,264,32,1,2024-07-02,0.38,58,118,1,
48604149,Modern Studio in the Heart of the City,391945218,Matt,,Near North Side,41.88753,-87.6305,Entire home/apt,157,32,1,2021-07-10,0.03,58,135,0,
48606061,Modern One Bedroom in River North,391945218,Matt,,Near North Side,41.8894,-87.63945,Entire home/apt,252,32,2,2024-06-13,0.05,58,89,1,
48606568,Extraordinary Building in an Ideal Location,391945218,Matt,,Loop,41.88343,-87.62954,Entire home/apt,185,32,0,,,58,89,0,
48608759,Level- Modern Studio in The Heart of River North,177188450,Level,,Near North Side,41.891326904296875,-87.6378402709961,Entire home/apt,225,32,1,2024-08-08,0.73,59,365,1,City registration pending
48611473,"Chicago Luxury, AmazingView, FastWi-Fi, Workspace",301331885,Sandro,,Near North Side,41.89622,-87.63172,Entire home/apt,150,32,19,2023-05-14,0.46,1,187,0,City registration pending
48625546,Great group stay - 8 adults 4 bdrm w workout area,1412967,Becky,,Near West Side,41.8836,-87.66934,Entire home/apt,395,2,75,2024-09-08,1.90,3,17,33,R21000061649
48627471,Level-Executive One Bed Suite with Luxe Amenities,177188450,Level,,Near North Side,41.891326904296875,-87.6378402709961,Entire home/apt,263,32,7,2024-02-04,0.19,59,365,2,City registration pending
48627682,Level - Modern Executive One Bedroom with Office,177188450,Level,,Near North Side,41.891326904296875,-87.6378402709961,Entire home/apt,275,32,0,,,59,365,0,City registration pending
48627978,Level - Beautiful  2BD Jr. Suite in River North,177188450,Level,,Near North Side,41.891326904296875,-87.6378402709961,Entire home/apt,310,32,5,2024-07-07,0.13,59,365,1,City registration pending
48644095,PRIVATE Rooftop Penthouse - Steps from Wrigley!,345786786,Vick,,Lake View,41.94632,-87.65958,Entire home/apt,200,32,52,2022-10-10,1.24,1,145,0,R21000064656
48645918,Lincoln Park - DePaul House w/Patio Free Parking,392429577,Val,,Lincoln Park,41.92585,-87.65445,Entire home/apt,277,2,158,2024-09-01,3.71,1,139,45,R21000064682
48673897,Luxurious River North 3BR/2BA- Free Onsite Parking,191906674,Ketan,,Near North Side,41.89531,-87.63874,Entire home/apt,638,2,118,2024-09-08,2.83,1,251,27,R21000060503
48674880,Gorgeous 1BR ~ Prime Location on the River!,391945218,Matt,,Loop,41.88744,-87.63237,Entire home/apt,276,32,1,2024-08-11,0.79,58,89,1,
48674999,Level River North Deluxe Two Bedroom Corner Suite,177188450,Level,,Near North Side,41.89133,-87.63784,Entire home/apt,345,32,2,2022-09-03,0.05,59,365,0,City registration pending
48675826,Chic Two bedroom Two bath near Merchandise Mart,391945218,Matt,,Near North Side,41.88957,-87.63414,Entire home/apt,300,32,0,,,58,89,0,
48679661,"Convenient, Hip Launching Pad w Easy Free Parking!",5228189,Matthew,,West Town,41.89012,-87.67764,Entire home/apt,227,2,90,2024-08-26,2.20,21,340,21,R22000081262
48687841,"Blueground | River N, gym, pool, nr L stop",107434423,Blueground,,Near North Side,41.89678629999999,-87.6317246,Entire home/apt,138,32,0,,,516,273,0,32+days Listing
48698760,"Private Unit001, McCormick,Chinatown,SOX,GrantPark",157424458,Zen Garden,,Douglas,41.83466,-87.61152,Private room,96,1,142,2024-08-29,3.34,5,234,40,R20000060213
48703151,Charming Small Apartment Along Shore Chi-Evanston,222074493,John,,Rogers Park,42.01908,-87.66468,Entire home/apt,57,32,37,2024-08-17,0.87,1,365,2,City registration pending
48703423,Cozy 2Bd Apartment in Pilsen,107791437,Angie,,Lower West Side,41.84863,-87.67969,Entire home/apt,139,3,82,2024-08-24,2.54,1,256,26,R22000077889
48711460,Amazing One Bedroom in the Heart of Downtown Chi,391945218,Matt,,Loop,41.88297,-87.62986,Entire home/apt,276,32,0,,,58,173,0,
48712064,Stunning Studio in West Loop Incredible Amenities!,391945218,Matt,,Near West Side,41.87839,-87.64755,Entire home/apt,166,32,2,2024-07-13,0.19,58,51,2,
48714778,Two Bedroom with Balcony in the West Loop,391945218,Matt,,Near West Side,41.87973,-87.64584,Entire home/apt,199,32,1,2024-08-09,0.75,58,89,1,
48715053,One Bedroom with Balcony. Amazing spot River North,391945218,Matt,,Near North Side,41.88863,-87.63729,Entire home/apt,276,32,0,,,58,89,0,
48733260,Spacious Studio River North Overlooking the River,391945218,Matt,,Loop,41.88732,-87.63194,Entire home/apt,177,32,0,,,58,89,0,
48734023,Studio in Amenity packed Building in River North!,391945218,Matt,,Near North Side,41.88968,-87.63914,Entire home/apt,230,32,0,,,58,89,0,
48735583,One Bedroom Near Millennium Park in the Loop,391945218,Matt,,Loop,41.88427,-87.62781,Entire home/apt,302,32,0,,,58,89,0,
48739477,Chicago's One & Only: Urban Beach-Themed Loft,1131437,Brian,,Avondale,41.94054,-87.70438,Entire home/apt,92,3,38,2024-09-15,1.15,1,68,17,R21000071492
48741597,Exquisite Rogers Park 1bd/1bath Apt. Near Evanston,393214451,Gregory,,West Ridge,42.012478,-87.688599,Entire home/apt,149,2,39,2024-08-01,1.00,2,175,5,R21000068406
48770960,The Waveland Room 4 Bed/4bath Private Roof-Deck!,393130295,Hymie,,Lake View,41.9494,-87.65936,Entire home/apt,887,1,71,2024-08-22,1.80,1,329,26,R21000062168
48803125,Ideal One Bedroom with Lake View in Streeterville,391945218,Matt,,Near North Side,41.89266,-87.61368,Entire home/apt,189,32,0,,,58,136,0,
48803658,Corner 1BR in an Amenity packed building-Balcony!,391945218,Matt,,Loop,41.88703,-87.6211,Entire home/apt,175,32,3,2024-08-25,0.35,58,59,3,
48804545,Convertible in Extraordinary Building Downtown!,391945218,Matt,,Near North Side,41.89206,-87.62096,Entire home/apt,190,32,1,2024-05-31,0.27,58,104,1,
48806018,Ultra Modern 2bed/2bath  Luxury Downtown Building!,391945218,Matt,,Near North Side,41.8903,-87.62261,Entire home/apt,533,32,0,,,58,76,0,
48807195,Modern One Bedroom in the thriving West Loop!,391945218,Matt,,Near West Side,41.88023,-87.64745,Entire home/apt,166,32,1,2023-07-20,0.07,58,211,0,
48807498,Remarkable One Bedroom in Stunning Building,391945218,Matt,,Near North Side,41.89314,-87.61794,Entire home/apt,204,32,1,2024-01-31,0.13,58,89,1,
48808001,Fantastic 1Br in the Fun West Loop Neighborhood,391945218,Matt,,Near West Side,41.87867,-87.64772,Entire home/apt,129,32,0,,,58,76,0,
48810880,Beautiful Silverton Yacht with Amaziing Views!!,393751432,Mike,,Douglas,41.84036,-87.60836,Entire home/apt,400,32,0,,,2,270,0,City registration pending
48823592,DESIGNER CONDO Whole Foods | IDEAL LONG STAY | BBQ,3965428,Dominic,,Lake View,41.93866,-87.66465,Entire home/apt,129,32,8,2024-09-03,0.21,35,295,4,
48828253,Kasa | Enjoy City Views on Your Balcony | Chicago,88566861,Kasa,,Near North Side,41.89659,-87.62804,Entire home/apt,206,1,567,2024-09-16,13.40,16,297,369,2694638
48828310,The Mini Wrigley Retreat - New Unit Sleeps 1-2,65767899,Tara,,Uptown,41.96021,-87.65756,Entire home/apt,83,2,93,2024-09-15,2.41,6,242,24,R22000080011
48828799,LAKEVIEW HighSpeed Internet WHOLE FOODS Location,3965428,Dominic,,Lake View,41.93884,-87.66637,Entire home/apt,107,32,5,2024-06-16,0.23,35,365,3,
48834332,"Corner 2Bed 2Bath Downtown - Gym, Pool, & Parking",24388042,DeLuxe,,Near North Side,41.8919,-87.61708,Entire home/apt,231,32,0,,,12,331,0,
48849566,"Level River North Spacious Two Bed, Two Bath Suite",177188450,Level,,Near North Side,41.891326904296875,-87.6378402709961,Entire home/apt,345,32,3,2022-10-05,0.08,59,365,0,City registration pending
48851043,2 Twin beds with Private Bathroom,8803468,Ashley,,Lake View,41.94431,-87.64789,Private room,,1,374,2024-07-31,8.93,1,0,59,2738085
48862362,Beautiful rehabbed 2br with in unit laundry,274360612,Henry,,Rogers Park,41.9984,-87.67436,Entire home/apt,111,3,63,2024-09-14,1.66,1,24,20,R22000087312
48864066,Fantastic Location Michigan Ave & Chestnut St,3965428,Dominic,,Near North Side,41.89953,-87.62248,Entire home/apt,150,32,8,2023-02-03,0.20,35,348,0,R19000050295
48867132,*May:Rm.B: 3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,East Garfield Park,41.88295,-87.69518,Private room,,32,1,2021-04-30,0.02,29,365,0,
48867351,*May:Rm.D:3 LOCATIONS!$500-$1650 MONTH•LUXURY$1500,367411016,Taylor,,East Garfield Park,41.88319,-87.69651,Private room,,32,0,,,29,365,0,
48867474,*May:Rm.E:3 LOCATIONS! $500-$1650 MONTH•LUX$1500,367411016,Taylor,,East Garfield Park,41.88492,-87.69682,Private room,,32,1,2021-06-21,0.03,29,365,0,
48867789,*16th:Rm.A:3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,Near West Side,41.86006,-87.66353,Private room,44,32,2,2021-09-21,0.05,29,365,0,
48867888,*16th:Rm.B:3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,Lower West Side,41.85849,-87.66293,Private room,44,32,0,,,29,365,0,
48868032,*16th:Rm.C:3 LOCATIONS! $500-$1650 MONTH•LUX•$1500,367411016,Taylor,,Lower West Side,41.8591,-87.6635,Private room,44,32,1,2021-05-29,0.02,29,365,0,
48868111,*16th:Rm.D:3 LOCATIONS$500-1650 MNTH•PRIV BTH$1550,367411016,Taylor,,Lower West Side,41.8583,-87.66169,Private room,59,32,0,,,29,365,0,
48878171,"Pets OK | Walk Score 95 | Desk | 1,750ft² |W/D",268408488,Dan,,Lincoln Park,41.92276,-87.63928,Entire home/apt,310,1,219,2024-09-15,5.33,3,156,76,R20000059991
48881428,Cozy Urban Getaway East Village Apartment,327535362,Hannah,,West Town,41.90147,-87.67569,Entire home/apt,150,2,137,2024-09-16,3.25,1,330,32,R24000118774
48890562,⭐️Cozy Garden Unit by Downtown & Blue Line Stop⭐️,25668821,Kam,,West Town,41.89728,-87.65601,Entire home/apt,103,2,161,2024-08-20,4.08,12,56,41,R22000079927
48902083,Pac-Man Place steps from Wrigley Field!,40319547,Josh,,Lake View,41.9487597,-87.6589273,Entire home/apt,129,32,26,2024-08-02,0.66,8,164,1,City registration pending
48905513,Chicago Blue #2,302604700,Jason,,Montclare,41.92539,-87.79371,Entire home/apt,57,32,3,2023-08-22,0.16,3,58,0,
48906645,* STAY HERE * Charming Modern Vintage Home Share,2758525,Saychay,,Uptown,41.95532,-87.65588,Private room,98,2,93,2024-09-03,2.29,1,64,24,R24000117156
48924381,Hoyne Penthouse #3 4 bed 2 bath Best Neighborhood,683529,Joe,,North Center,41.94186,-87.68001,Entire home/apt,230,32,1,2021-12-29,0.03,23,278,0,City registration pending
48925715,Hoyne Corp #2  Wonderful neighborhood 3bed/2bath,683529,Joe,,North Center,41.94161,-87.67977,Entire home/apt,184,32,4,2024-07-13,0.10,23,365,1,City registration pending
48937681,Spacious 2BR near downtown Chicago,85326270,Arturo,,Lower West Side,41.85656,-87.66483,Entire home/apt,150,2,119,2024-09-10,3.02,1,59,20,R23000107873
